size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,size_100kilo_bytes,price_mms,rating_count_mms,user_rating_mms,size_bytes_mms
98108416,0.0,48407,20,3.0,3.5,5.16,12+,News,958.09,0.0,0.016239961594526415,0.5,0.024182954542298858
54088704,0.99,5531,37,3.5,2.5,4.3,4+,Utilities,528.21,0.003960158406336254,0.0018258064342615554,0.625,0.013246930433094146
50155520,1.99,3393,77,4.0,4.0,5.1.0,4+,Education,489.8,0.007960318412736509,0.0011070485339759349,0.75,0.012269791031320273
23936000,0.0,65016,274,3.5,5.0,3.8.2,4+,Utilities,233.75,0.0,0.021823614525229816,0.625,0.0057559523480554846
145293312,0.99,187529,1071,4.0,4.0,1.48.2,9+,Entertainment,1418.88,0.003960158406336254,0.06301032483285013,0.75,0.035905320200809235
140367872,0.0,33969,466,3.5,5.0,5.4.1,4+,Health & Fitness,1370.78,0.0,0.01138616058221407,0.625,0.03468166997364643
281244672,0.0,48822,193,3.5,4.0,8.5.0,4+,Finance,2746.53,0.0,0.01637947727676146,0.625,0.06968035604473227
66695168,1.99,59155,101,4.5,2.5,3.2.0,4+,Games,651.32,0.007960318412736509,0.01985324967323074,0.875,0.016378813582075703
169747456,0.0,252076,80,3.5,4.5,5.11,4+,Book,1657.69,0.0,0.08470988806471914,0.625,0.041980578220533755
41691136,1.99,4913,1,4.0,4.0,3.3.2,9+,Games,407.14,0.007960318412736509,0.001618045731559725,0.75,0.010166944299983943
122886144,0.0,1744,0,3.5,0.0,10.10.46,4+,Finance,1200.06,0.0,0.0005526838110708887,0.625,0.030338602057196653
55803904,0.99,16567,1155,4.5,4.5,2.29.13,4+,Games,544.96,0.003960158406336254,0.005535915034613336,0.875,0.013673045636939822
188956672,0.0,187315,9,2.0,4.0,17.05.15,17+,Games,1845.28,0.0,0.0629383818063482,0.25,0.0467528141064687
22185984,2.99,4781,1,4.5,5.0,3.9.2,4+,Music,216.66,0.011960478419136767,0.0015736696591379746,0.875,0.005321187641564584
28135424,0.99,29554,55,4.0,5.0,3.6.1,4+,Photo & Video,274.76,0.003960158406336254,0.00990191543265326,0.75,0.006799235005351673
27962441,0.99,32988,2489,4.0,4.0,1.7,12+,Games,273.070712890625,0.003960158406336254,0.011056365680352427,0.75,0.006756260024995541
133238784,0.0,373519,127,3.5,4.0,6.35.1,4+,Social Networking,1301.16,0.0,0.12553688323982984,0.625,0.032910557108468165
151573504,0.0,334293,919,4.0,4.0,8.6,17+,Social Networking,1480.21,0.0,0.11234979371849972,0.75,0.03746553783972597
27069440,1.99,2302,3,3.5,5.0,5.1,4+,Photo & Video,264.35,0.007960318412736509,0.0007402735717628328,0.625,0.006534407586125794
101259264,0.0,60659,57,3.0,2.5,17.05.01,17+,Social Networking,988.86,0.0,0.020358867952945225,0.5,0.024965734531691777
168192000,2.99,2562,10,4.0,4.5,5.1,4+,Games,1642.5,0.011960478419136767,0.0008276809871390074,0.75,0.04159414897000147
17485824,4.99,3042,6,3.5,4.0,3.3.0,4+,Finance,170.76,0.01996079843193728,0.000989048523218099,0.625,0.0041535047844591215
5234688,0.99,338,12,2.5,2.0,5.0,4+,Weather,51.12,0.003960158406336254,8.001140330588293e-05,0.375,0.00110989744188619
237913088,2.99,16434,3,4.5,4.5,17.5.5,4+,Health & Fitness,2323.37,0.011960478419136767,0.005491202779824755,0.875,0.05891528681133908
233513984,2.99,10046,7,4.5,5.0,17.5.5,4+,Health & Fitness,2280.41,0.011960478419136767,0.003343669820505511,0.875,0.05782239671240116
110420992,0.0,29107,85,3.0,4.0,11.2,12+,News,1078.33,0.0,0.009751641914679605,0.5,0.027241825713069247
47774720,1.99,878,48,4.0,4.5,8.7.5,17+,Games,466.55,0.007960318412736509,0.000261549881394861,0.75,0.011678317688668814
22259712,0.99,1140,20,3.5,3.5,3.6,4+,Games,217.38,0.003960158406336254,0.0003496296615046985,0.625,0.005339504235401533
431771648,2.99,35074,403,4.5,4.0,3.3.0,4+,Games,4216.52,0.011960478419136767,0.011757642097562812,0.875,0.10707648073136536
120357888,0.0,59639,11,3.0,2.5,10.2.2,17+,Sports,1175.37,0.0,0.020015961938777155,0.5,0.029710495526871297
90828800,4.99,2913,357,4.0,5.0,7.4,4+,Health & Fitness,887.0,0.01996079843193728,0.0009456809978968431,0.75,0.022374445298036824
30796800,0.0,39722,0,3.0,0.0,5.1,4+,Photo & Video,300.75,0.0,0.013320217738595349,0.5,0.0074604131634381865
151397376,0.0,81006,25,3.5,3.0,4.9.705,4+,Entertainment,1478.49,0.0,0.027199170570864555,0.625,0.03742178153222659
46880768,0.0,53465,204,3.5,4.0,2.8.1,4+,Games,457.82,0.0,0.01794037200595984,0.625,0.011456228988395814
48741376,0.99,395261,88,4.5,4.5,3.17.6,4+,Games,475.99,0.003960158406336254,0.132846160259479,0.875,0.011918468585642137
17145856,1.99,2021,147,4.5,4.5,3.5.1,4+,Utilities,167.44,0.007960318412736509,0.0006458063266831978,0.875,0.004069044935099859
25808896,0.0,182,0,3.0,0.0,6.52,17+,Entertainment,252.04,0.0,2.7566954080178143e-05,0.5,0.0062212447109413
81924096,0.0,291787,589,4.0,5.0,8.6,4+,Entertainment,800.04,0.0,0.0980600260339625,0.75,0.020162207797952053
19451904,1.99,2441,4,4.0,5.0,9.9,17+,Utilities,189.96,0.007960318412736509,0.000787002920752403,0.75,0.004641947286777746
118683648,0.99,1372,25,4.0,4.0,1.8.3,12+,Games,1159.02,0.003960158406336254,0.0004276239706095928,0.75,0.029294556208490592
723764224,249.99,773,10,4.0,3.5,5.0.1,4+,Education,7068.01,1.0,0.0002262507328775597,0.75,0.17961756984264327
111275008,0.0,200047,177,4.0,4.0,7.1.3,4+,Reference,1086.67,0.0,0.0672186557008461,0.75,0.0274539929250139
109616128,0.0,112,0,3.5,0.0,5.0.11,12+,News,1070.47,0.0,4.03418840197729e-06,0.625,0.02704186956368256
120725504,0.0,148160,63,4.5,3.5,9.0.701,4+,Sports,1178.96,0.0,0.04977516123306314,0.875,0.029801824098919415
68491264,0.0,108507,628,3.0,3.0,5.3,4+,Utilities,668.86,0.0,0.036444521841096006,0.5,0.016825026159714696
122315776,0.0,51427,874,4.0,5.0,7.7.0,4+,Photo & Video,1194.49,0.0,0.017255232342357364,0.75,0.030196902852096925
17010688,0.99,53821,165,3.5,4.0,1.8.9,12+,Games,166.12,0.003960158406336254,0.018060052928551833,0.625,0.004035464513065454
3691520,0.0,38681,563,4.0,4.5,4.3,4+,Business,36.05,0.0,0.01297025189472382,0.75,0.0007265209569933943
31387648,0.99,17776,6,4.0,5.0,4.6.1,4+,Games,306.52,0.003960158406336254,0.005942359516112548,0.75,0.007607200311270398
135044096,0.0,287589,73088,4.5,4.5,2.17.22,4+,Social Networking,1318.79,0.0,0.09664873245800411,0.875,0.033359059260336776
55815168,2.99,7308,15,4.0,4.5,1.9.1,4+,Productivity,545.07,0.011960478419136767,0.002423202500121026,0.75,0.01367584400544269
132632576,0.0,342969,88478,4.5,4.5,10.4.5,4+,Lifestyle,1295.24,0.0,0.1152665119331293,0.875,0.03275995400358659
270729216,4.99,6093,3,4.0,5.0,1.2.1,4+,Games,2643.84,0.01996079843193728,0.002014740924420825,0.75,0.0670679518487375
39827456,4.99,5452,39,4.5,4.5,2.3.1,9+,Games,388.94,0.01996079843193728,0.0017992480272818715,0.875,0.009703941511327746
57328640,0.0,43064,216,3.0,2.5,3.55,4+,Finance,559.85,0.0,0.014443739208546025,0.5,0.01405184297337338
141136896,0.0,220,2,4.5,5.0,9.1.10,4+,Productivity,1378.29,0.0,4.03418840197729e-05,0.875,0.034872722223251267
146228224,0.0,114096,2157,4.5,4.0,3.0.3,4+,Games,1428.01,0.0,0.03832344508931693,0.875,0.0361375847865472
52294656,9.99,1296,4,4.0,5.0,4.5.3,4+,Productivity,510.69,0.03996159846393856,0.0004020741107304033,0.75,0.012801226649728402
16332800,2.99,1293,31,4.0,5.0,12.2,4+,Travel,159.5,0.011960478419136767,0.00040106556362990895,0.75,0.0038670536086201778
164382720,0.0,19946,13,4.0,2.5,7.32.3,4+,Finance,1605.3,0.0,0.006671875252136775,0.75,0.04064779162175913
45712384,0.0,88613,392,4.0,4.5,6.3.1,4+,Entertainment,446.41,0.0,0.029756509835351323,0.75,0.011165961855507505
16086016,0.99,107727,55,3.5,4.5,1.41.1,4+,Games,157.09,0.003960158406336254,0.036182299594967486,0.625,0.003805743898693726
223805440,0.99,21416,974,4.5,4.5,1.7.2,4+,Games,2185.6,0.003960158406336254,0.007166063331378993,0.875,0.05541045746006632
22159360,2.99,533,27,4.0,4.0,2.5.1,4+,Games,216.4,0.011960478419136767,0.00014556696483801387,0.75,0.005314573316012353
20542280,2.99,32650,754,3.5,3.5,2.0.4,12+,Music,200.608203125,0.011960478419136767,0.0109427360403634,0.625,0.004912834525297121
130637824,0.0,164963,69,3.5,4.0,8.5.1,4+,Social Networking,1275.76,0.0,0.055424033542931836,0.625,0.03226438838144249
8900608,1.99,141,15,3.0,3.0,4.5,4+,Weather,86.92,0.007960318412736509,1.3783477040089071e-05,0.5,0.0020206391910011262
180500480,0.0,80424,46,4.0,4.5,10.11.0,4+,Shopping,1762.7,0.0,0.027003512433368654,0.75,0.04465200255222536
19853312,0.99,17190,180,4.0,4.5,1.12,4+,Games,193.88,0.003960158406336254,0.005745356649149324,0.75,0.0047416709643344655
42926080,0.99,7973,127,4.0,5.0,1.5.95,4+,Games,419.2,0.003960158406336254,0.002646763774063934,0.75,0.010473747246752829
36692992,2.99,19621,1191,4.0,4.5,2.1.2,4+,Games,358.33,0.011960478419136767,0.006562615982916556,0.75,0.008925231876120814
36647936,3.99,7315,138,4.0,4.5,2.01,4+,Games,357.89,0.01596063842553702,0.002425555776688846,0.75,0.008914038402109345
91697152,0.0,118,0,3.0,0.0,4.6,12+,News,895.48,0.0,6.051282602965931e-06,0.5,0.022590174069894216
51538944,0.0,290996,150,3.5,3.5,5.7.1,4+,Sports,503.31,0.0,0.09779410578179883,0.625,0.012613481562899681
8302592,3.99,2785,90,4.0,4.0,1.9.0,4+,Travel,81.08,0.01596063842553702,0.0009026496549424187,0.75,0.0018720712632125445
430128128,6.99,54408,65,3.5,2.0,1.4.10,12+,Games,4200.47,0.027961118444737792,0.01825739197788189,0.625,0.1066681733270834
69960704,9.99,8138,107,4.0,4.5,2.89,4+,Games,683.21,0.03996159846393856,0.002702233864591122,0.75,0.017190086050770544
767126,0.0,123190,68841,3.0,3.0,1.1,4+,Education,7.49146484375,0.0,0.04138068753328206,0.5,0.0
12996628,0.99,23810,582,3.5,4.0,1.5,12+,Games,126.9201953125,0.003960158406336254,0.007970883917573463,0.625,0.003038232706192336
139545600,0.0,54192,32,4.0,2.0,8.0.263,4+,Sports,1362.75,0.0,0.018184776586646297,0.75,0.03447738907293713
130394112,0.0,20953,481,4.0,4.0,8.1,4+,Sports,1273.38,0.0,0.007010410895536036,0.75,0.03220384186292591
101925888,9.99,71609,99,4.5,4.0,11.9,12+,Music,995.37,0.03996159846393856,0.024040064869749505,0.875,0.025131347067634188
52951040,0.0,32881,7,3.5,2.0,5.11.0,12+,News,517.1,0.0,0.011020394167101462,0.625,0.012964295214304568
80409600,0.0,23201,14,2.5,2.0,3.9.1,17+,Social Networking,785.25,0.0,0.007766148856173115,0.375,0.019785954432884736
137312256,0.0,17906,4,3.0,3.0,8.3.17,4+,Shopping,1340.94,0.0,0.005986063223800636,0.5,0.033922548917959566
144412672,74.99,927,3,3.5,2.5,2.17,4+,Navigation,1410.28,0.2999719988799552,0.0002780228173696016,0.625,0.03568653866331235
27746273,1.99,18920,3014,3.5,4.5,1.1.2,9+,Games,270.959697265625,0.007960318412736509,0.006326952143767717,0.625,0.006702556391958629
79315968,0.0,104539,11,4.5,4.5,5.4.1,4+,Health & Fitness,774.57,0.0,0.03511055020950885,0.875,0.01951425829097
12818432,0.99,4016,1,4.0,5.0,5.7,12+,Photo & Video,125.18,0.003960158406336254,0.0013164901485119224,0.75,0.002993962635725636
18165760,1.99,299,28,4.0,4.5,3.1,4+,Food & Drink,177.4,0.007960318412736509,6.690029099945674e-05,0.75,0.0043224244831776455
253834240,1.99,5758,9,4.0,3.0,2.6,12+,Games,2478.85,0.007960318412736509,0.0019021198315322925,0.75,0.06287065349157343
69083136,0.0,5565,140,4.5,4.5,0.39,9+,Games,674.64,0.0,0.0018372366347338244,0.875,0.016972067704683534
8573952,0.99,213092,51,3.5,4.5,1.45.1,9+,Games,83.73,0.003960158406336254,0.07160415467616225,0.625,0.0019394865044179799
127284224,0.0,150158,3392,4.5,5.0,5.1.4,4+,Weather,1243.01,0.0,0.05044685360199235,0.875,0.031431237758997956
81374398,4.99,6046,446,4.0,4.0,1.04.10,12+,Games,794.67185546875,0.01996079843193728,0.0019989403531797474,0.75,0.02002564373817852
94139392,0.0,345046,3040,4.5,4.5,4.24,4+,Navigation,919.33,0.0,0.1159647627090382,0.875,0.023196911240743134
13216994,0.99,35930,262,3.5,4.0,114,12+,Games,129.07220703125,0.003960158406336254,0.012045414203570526,0.625,0.0030929792681155263
21010210,0.99,22557,526,4.0,4.0,1.8.7,4+,Games,205.17783203125,0.003960158406336254,0.007549647411933667,0.75,0.005029084576215677
35998720,0.99,292,1,3.0,5.0,9.3,17+,Sports,351.55,0.003960158406336254,6.454701443163665e-05,0.5,0.00875275061748955
132510720,0.0,878563,8253,4.5,4.5,8.4.3,12+,Music,1294.05,0.0,0.29532377051384806,0.875,0.0327296807443283
64147456,0.0,10472,58,3.5,2.0,8.1,17+,Sports,626.44,0.0,0.003486883508775705,0.625,0.015745873506154483
100779008,0.0,115,70,4.0,5.0,5.0.3,17+,News,984.17,0.0,5.042735502471614e-06,0.75,0.02484642227461499
123718656,1.99,13915,205,4.5,5.0,5.1.4,4+,Weather,1208.19,0.007960318412736509,0.004644359397776355,0.875,0.030545426929272194
126312448,1.99,6780,68,4.0,4.5,1.5,9+,Games,1233.52,0.007960318412736509,0.002245698210434025,0.75,0.031189814876341506
79882240,7.99,1701,35,4.0,4.5,6.06,4+,Productivity,780.1,0.031961278451138046,0.0005382279692971368,0.75,0.01965493990752323
12937216,4.99,3483,79,4.5,5.0,5.4.3,4+,Medical,126.34,0.01996079843193728,0.0011373049469907645,0.875,0.003023472703574053
53388288,0.0,2838,26,3.0,2.5,6.3.1,4+,Photo & Video,521.37,0.0,0.000920467320384485,0.5,0.013072922791643137
118498304,0.0,117889,725,3.0,4.5,3.3.3,4+,Entertainment,1157.21,0.0,0.03959858480670859,0.5,0.029248510326761595
103197675,0.99,50710,309,3.5,4.0,1.6.7,9+,Games,1007.789794921875,0.003960158406336254,0.01701418958533922,0.625,0.02544730309419277
24574976,2.99,3960,0,4.5,0.0,5.0,4+,Weather,239.99,0.011960478419136767,0.0012976639359693618,0.875,0.005914696161309038
96093184,0.0,24258,305,3.0,2.5,2.6.042,4+,Entertainment,938.41,0.0,0.008121493617913948,0.5,0.023682300977422268
77700096,0.0,37522,39,4.0,3.0,8.0.353,4+,Sports,758.79,0.0,0.01258061653156618,0.75,0.019112819609376882
180804608,0.0,49578,16,3.5,3.0,50.2,4+,Productivity,1765.67,0.0,0.01663363114608603,0.625,0.044727558501802774
56397824,0.99,626,44,4.0,5.0,2.0.3,4+,Entertainment,550.76,0.003960158406336254,0.0001768319249533379,0.75,0.013820595976181908
229272576,1.99,9286,49,4.0,3.5,4.02,4+,Games,2238.99,0.007960318412736509,0.003088171221713616,0.75,0.056768683772503374
131000320,0.0,190670,19,3.5,2.5,9.1.0,17+,Sports,1279.3,0.0,0.06406627364706768,0.625,0.03235444496780748
53097472,19.99,2429,8,4.5,3.5,10.9.13,4+,Navigation,518.53,0.07996319852794112,0.0007829687323504257,0.875,0.01300067400484184
108166144,0.0,12811,134,3.5,1.5,5.3,4+,Navigation,1056.31,0.0,0.004273214064794444,0.625,0.026681643218222573
89187328,1.99,32338,261,4.0,4.5,9.1,4+,Photo & Video,870.97,0.007960318412736509,0.01083784714191199,0.75,0.021966646688028096
13647872,4.99,262,43,4.0,4.0,1.3.0,12+,Games,133.28,0.01996079843193728,5.446154342669342e-05,0.75,0.003200024316391306
123544576,0.99,9657,47,4.5,4.5,2.5.0,4+,Games,1206.49,0.003960158406336254,0.0032128948798080805,0.875,0.030502179416046066
1608704,2.99,18332,1007,4.5,5.0,3.4,4+,Games,15.71,0.011960478419136767,0.00612927691207083,0.875,0.0002090771810996011
50169856,0.0,53620,2872,4.0,5.0,9.5.1,12+,Health & Fitness,489.94,0.0,0.017992480272818714,0.75,0.012273352591233013
101181440,0.99,38533,36,2.5,3.5,4.5.4,4+,Photo & Video,988.1,0.003960158406336254,0.012920496904432767,0.375,0.024946400349308333
31845376,1.99,472,0,4.0,0.0,2.4,4+,Games,310.99,0.007960318412736509,0.000125059840461296,0.75,0.007720915831341453
135032832,0.0,303856,7027,4.5,4.5,4.3.5,4+,Food & Drink,1318.68,0.0,0.10211741101925115,0.875,0.03335626089183391
54648832,0.0,2070,0,2.5,0.0,6.2.0,4+,Sports,533.68,0.0,0.0006622792626579385,0.375,0.01338608566682763
8432232,2.99,7941,76,4.0,3.5,1.2.1,4+,Games,82.346015625,0.011960478419136767,0.002636005938325328,0.75,0.0019042783382047048
230720512,0.0,136833,64,3.5,4.5,5.9.0,12+,Health & Fitness,2253.13,0.0,0.045967223563963405,0.625,0.05712840132369011
80211968,0.0,112886,298,3.5,1.5,5.3,12+,News,783.32,0.0,0.037916664425450886,0.625,0.01973685578551625
148201472,0.0,26353,3,3.5,2.5,5.1.3,4+,Shopping,1447.28,0.0,0.008825795676425817,0.625,0.0366278080688222
20795392,0.0,171055,31,3.0,3.5,5,12+,Entertainment,203.08,0.0,0.05747205652166897,0.5,0.004975716330028806
27934720,2.99,4540,140,4.0,4.5,2.31,9+,Games,272.8,0.011960478419136767,0.0014926497087315975,0.75,0.006749373166573314
208309248,0.0,1926,2,3.0,3.0,10.0.15,4+,Lifestyle,2034.27,0.0,0.000613869001834211,0.5,0.05156066559153104
33812480,3.99,14345,100,4.0,2.5,4.0,12+,News,330.2,0.01596063842553702,0.0047889178155138745,0.75,0.008209612730796702
20298752,4.99,1340,288,4.5,5.0,1.7.3,4+,Lifestyle,198.23,0.01996079843193728,0.00041686613487098667,0.875,0.004852333718766029
